tau,diff_Eeta,diff_Eeta_variance,diff_Eeta_std,diff_Eeta_error,N_events
0.2409638554216868,3.592777647634801e-10,1.624658263689631e-22,1.2746208313414743e-11,9.012930332831911e-12,2
0.4819277108433736,3.4486537024744903e-10,1.5270626623862921e-22,1.2357437689044976e-11,8.738027988013921e-12,2
0.7228915662650603,3.255137876969799e-10,1.3992309391992985e-22,1.1828909244724547e-11,8.36430194098497e-12,2
0.9638554216867472,3.0225078368762827e-10,1.2505527872240703e-22,1.1182811753866155e-11,7.907442023891387e-12,2
1.2048192771084338,2.761412123954995e-10,1.090378242737857e-22,1.0442117805971436e-11,7.383692310551195e-12,2
1.4457831325301207,2.4828258701631864e-10,9.275904935604067e-23,9.631149949826379e-12,6.810251440146709e-12,2
1.6867469879518073,2.1976469401155763e-10,7.700382254492703e-23,8.775182194400697e-12,6.204990835808181e-12,2
1.9277108433734944,1.9161916753942058e-10,6.240529168677692e-23,7.899701999871699e-12,5.585932853462209e-12,2
2.168674698795181,1.647697127883824e-10,4.941453181448676e-23,7.0295470561400155e-12,4.970640392066537e-12,2
2.4096385542168677,1.3998923685474765e-10,3.8291545067225503e-23,6.1880162465224265e-12,4.375588250008534e-12,2
2.650602409638554,1.178681105669156e-10,2.9116964395925575e-23,5.396013750531551e-12,3.815557914376715e-12,2
2.8915662650602414,9.879623607229094e-11,2.182077191257248e-23,4.671270909781671e-12,3.3030873370660726e-12,2
3.1325301204819285,8.296006423587911e-11,1.62222819710512e-23,4.0276894084637656e-12,2.8480064932379626e-12,2
3.3734939759036147,7.035415036219114e-11,1.2074615675247732e-23,3.474854770382171e-12,2.4570933717756568e-12,2
3.6144578313253013,6.080537258905448e-11,9.106953416247933e-24,3.0177729232412323e-12,2.133887698105026e-12,2
3.855421686746989,5.4006735823506036e-11,7.058984869003439e-24,2.6568750194548932e-12,1.878694343021695e-12,2
4.096385542168675,4.955690731685032e-11,5.7040266755298236e-24,2.38831042277377e-12,1.6887904955218429e-12,2
4.337349397590362,4.700138066833118e-11,4.8598509521575e-24,2.2045069635085074e-12,1.5588218230698302e-12,2
4.578313253012048,4.587145374822178e-11,4.388746788295404e-24,2.0949335999728976e-12,1.4813417546763818e-12,2
4.819277108433735,4.571794339300679e-11,4.1900894512604385e-24,2.0469707988294406e-12,1.4474269327431417e-12,2
5.0602409638554215,4.61375779203489e-11,4.189351962673697e-24,2.046790649449449e-12,1.447299547894923e-12,2
5.301204819277108,4.679110597909665e-11,4.327113832651881e-24,2.0801715873100184e-12,1.4709034354184982e-12,2
5.542168674698796,4.741315424481324e-11,4.550579350202087e-24,2.133208698229521e-12,1.5084063362042217e-12,2
5.783132530120483,4.7814634134446144e-11,4.808865821689356e-24,2.1929126343038283e-12,1.5506233942658926e-12,2
6.024096385542169,4.787899188036096e-11,5.0521849292556614e-24,2.2477065932313454e-12,1.589368574191597e-12,2
6.265060240963857,4.755383472442175e-11,5.234168730554084e-24,2.2878305729564163e-12,1.6177405123433862e-12,2
6.506024096385541,4.6839504344835456e-11,5.316033449564944e-24,2.3056524997416553e-12,1.6303425176270388e-12,2
6.746987951807229,4.577607184419331e-11,5.271047792109863e-24,2.2958762580134547e-12,1.6234296708065094e-12,2
6.987951807228916,4.443005114978859e-11,5.087881891233788e-24,2.255633368088393e-12,1.5949736504459545e-12,2
7.228915662650603,4.28819058193513e-11,4.7718187690457256e-24,2.1844493056708195e-12,1.5446389171980817e-12,2
7.469879518072291,4.121517827297943e-11,4.343409549402144e-24,2.0840848229863735e-12,1.4736705109016302e-12,2
7.710843373493978,3.950781169438647e-11,3.834796541032561e-24,1.9582636546268637e-12,1.3847015095378065e-12,2
7.951807228915663,3.782597310260815e-11,3.284460478790213e-24,1.8123080529507706e-12,1.2814953138404784e-12,2
8.19277108433735,3.6220434228691817e-11,2.7314543791991185e-24,1.6527112207518646e-12,1.1686433115367406e-12,2
8.433734939759036,3.472534086886967e-11,2.2102169110117235e-24,1.4866798280099598e-12,1.0512413878390926e-12,2
8.674698795180724,3.335901746076087e-11,1.7468360827162932e-24,1.3216792662050402e-12,9.34568371687244e-13,2
8.91566265060241,3.2126324082784165e-11,1.3572446813428658e-24,1.1650084468976462e-12,8.237853729409334e-13,2
9.156626506024097,3.102201388386027e-11,1.0473900324893486e-24,1.0234207504684222e-12,7.236677526632468e-13,2
9.397590361445785,3.003452926462417e-11,8.15041122543854e-25,9.027962796466621e-13,6.383733713681414e-13,2
9.63855421686747,2.914971840360063e-11,6.526412877570681e-25,8.078621712625664e-13,5.712448195638486e-13,2
9.879518072289157,2.8354039478424997e-11,5.504984903403486e-25,7.419558547112817e-13,5.246420162074081e-13,2
10.120481927710843,2.7636935550258143e-11,4.996109431928057e-25,7.068316229434035e-13,4.998054337403734e-13,2
10.361445783132531,2.699219533683323e-11,4.935361216649022e-25,7.025212606497416e-13,4.967575473331544e-13,2
10.602409638554215,2.6418251345138386e-11,5.289217442523432e-25,7.272700628049688e-13,5.142575931633597e-13,2
10.843373493975903,2.5917495681972172e-11,6.0462346805227805e-25,7.775753777302095e-13,5.498288224767223e-13,2
11.084337349397591,2.5494805349085433e-11,7.197018063603342e-25,8.483524069396716e-13,5.998757397829713e-13,2
11.325301204819278,2.515555432865949e-11,8.709381094619173e-25,9.332406492764433e-13,6.599007915823095e-13,2
11.566265060240966,2.490344201966204e-11,1.0507194053800082e-24,1.0250460503704252e-12,7.24817013245415e-13,2
11.807228915662652,2.4738481248365934e-11,1.2461088476640101e-24,1.1162924561529609e-12,7.893379655331454e-13,2
12.048192771084338,2.4655461736950067e-11,1.439606207117204e-24,1.1998359084129813e-12,8.484121071499404e-13,2
12.289156626506026,2.4643138263000312e-11,1.6115813686655889e-24,1.2694807476545633e-12,8.9765844525231e-13,2
12.530120481927714,2.4684293382696463e-11,1.743800142524295e-24,1.3205302505146541e-12,9.337558949008822e-13,2
12.771084337349398,2.4756704048346352e-11,1.8230612714135656e-24,1.350207862298826e-12,9.54741135442892e-13,2
13.012048192771083,2.4834915177200473e-11,1.8438858962926084e-24,1.3578976015490301e-12,9.601786022122677e-13,2
13.253012048192772,2.489260860373022e-11,1.809488074453549e-24,1.3451721356218873e-12,9.511803389614266e-13,2
13.493975903614459,2.4905269451533873e-11,1.730807463575554e-24,1.315601559582366e-12,9.302707841202887e-13,2
13.734939759036145,2.4852806626052556e-11,1.6239977055969427e-24,1.274361685549649e-12,9.011097895364755e-13,2
13.975903614457833,2.4721786464518165e-11,1.5072084343808166e-24,1.2276841753402284e-12,8.681038055384899e-13,2
14.216867469879519,2.4506987674127378e-11,1.397618031298412e-24,1.1822089626197274e-12,8.359479742479229e-13,2
14.457831325301205,2.4212073399679882e-11,1.3094446773079297e-24,1.1443096946665836e-12,8.091491448762489e-13,2
14.698795180722893,2.384928901065124e-11,1.2531998154099933e-24,1.1194640750868217e-12,7.915806387886181e-13,2
14.939759036144581,2.3438215707953448e-11,1.2359504186377317e-24,1.111733069867822e-12,7.861139925728747e-13,2
15.180722891566266,2.3003724220273854e-11,1.262021766746695e-24,1.1233974215506705e-12,7.943619347459616e-13,2
15.421686746987955,2.2573366039042854e-11,1.33351552833638e-24,1.1547794284348765e-12,8.165523646210265e-13,2
15.66265060240964,2.217450195986313e-11,1.4502319060703653e-24,1.204255747783819e-12,8.51537405540815e-13,2
15.903614457831326,2.1831493490030793e-11,1.6089559273771607e-24,1.2684462650728098e-12,8.969269556037327e-13,2
16.144578313253014,2.1563270355997716e-11,1.802433377059352e-24,1.3425473463008118e-12,9.49324332633308e-13,2
16.3855421686747,2.138153909687451e-11,2.0185775378824646e-24,1.4207665317998114e-12,1.0046336491185391e-12,2
16.626506024096386,2.1289819306954334e-11,2.240441342847813e-24,1.4968103897447442e-12,1.0584047767389876e-12,2
16.867469879518072,2.1283394540168318e-11,2.4472770179923406e-24,1.5643775177342394e-12,1.106181951125659e-12,2
17.10843373493976,2.135015602338677e-11,2.616674453197287e-24,1.617613814603871e-12,1.1438256976474359e-12,2
17.34939759036145,2.1472212628768265e-11,2.7274395255075436e-24,1.6514961475908877e-12,1.167784125064976e-12,2
17.590361445783135,2.1628053477104537e-11,2.7626501639564286e-24,1.6621221868311694e-12,1.1752978694689335e-12,2
17.83132530120482,2.179499141396179e-11,2.7122695634802944e-24,1.6468969498667165e-12,1.1645320011661969e-12,2
18.072289156626507,2.1951593652949623e-11,2.5748011972237493e-24,1.6046187077383055e-12,1.1346367694605506e-12,2
